date,geography,geography code,Total,White: Total,White: English/Welsh/Scottish/Northern Irish/British,White: Irish,White: Gypsy or Irish Traveller,White: Roma,White: Other White,Mixed/multiple ethnic groups: Total,Mixed/multiple ethnic groups: White and Black Caribbean,Mixed/multiple ethnic groups: White and Black African,Mixed/multiple ethnic groups: White and Asian,Mixed/multiple ethnic groups: Other Mixed,Asian/Asian British: Total,Asian/Asian British: Indian,Asian/Asian British: Pakistani,Asian/Asian British: Bangladeshi,Asian/Asian British: Chinese,Asian/Asian British: Other Asian,Black/African/Caribbean/Black British: Total,Black/African/Caribbean/Black British: African,Black/African/Caribbean/Black British: Caribbean,Black/African/Caribbean/Black British: Other Black,Other ethnic group: Total,Other ethnic group: Arab,Other ethnic group: Any other ethnic group,Percent Non-WB
2011,Brentford and Isleworth,E14000593,128556,74242,52662,3357,0,56,18167,5753,1312,857,1912,1672,36039,19665,5231,1099,1631,8413,7916,4838,1870,1208,4606,2201,2405,59.04%
2011,Bromley and Chislehurst,E14000604,88633,74453,67803,1208,0,172,5270,3028,1022,375,880,751,5368,2201,309,410,933,1515,4830,2798,1463,569,954,289,665,23.50%
2011,Camberwell and Peckham,E14000615,125226,56154,41352,2355,0,125,12322,8315,2988,1859,1038,2430,9528,1503,704,1579,2435,3307,46810,28023,11671,7116,4419,912,3507,66.98%
2011,Carshalton and Wallington,E14000621,95322,74914,68783,1487,0,142,4502,3819,1404,508,1059,848,9774,2711,1175,574,897,4417,5823,3457,1805,561,992,323,669,27.84%
2011,Chelsea and Fulham,E14000629,105697,81727,52629,2968,0,63,26067,5043,1107,643,1658,1635,7850,1563,581,469,1557,3680,6276,3300,1888,1088,4801,2490,2311,50.21%
2011,Chingford and Woodford Green,E14000634,88149,64835,56001,1600,0,69,7165,4196,1519,502,967,1208,9114,2575,2982,732,699,2126,7993,3062,3653,1278,2011,485,1526,36.47%
2011,Chipping Barnet,E14000636,111973,80436,61924,3200,0,40,15272,5452,1122,816,1851,1663,16252,7270,1019,593,2021,5349,6093,3926,1296,871,3740,872,2868,44.70%
2011,Cities of London and Westminster,E14000639,110000,75391,45068,2336,0,52,27935,4969,659,770,1698,1842,15219,3656,1088,2090,3715,4670,5288,3464,988,836,9133,6011,3122,59.03%
2011,Croydon Central,E14000654,114705,70449,62075,1693,0,75,6606,7527,3261,1000,1479,1787,14390,6499,1870,663,1298,4060,20583,9013,7906,3664,1756,506,1250,45.88%
2011,Croydon North,E14000655,136044,47844,35388,1813,0,105,10538,10394,4309,1582,1891,2612,31809,12304,7221,1429,1428,9427,42919,15955,19493,7471,3078,763,2315,73.99%
2011,Croydon South,E14000656,112629,81902,74277,1863,0,54,5708,5974,2080,697,1770,1427,13428,5857,1774,478,1199,4120,9754,4013,3921,1820,1571,432,1139,34.05%
2011,Dagenham and Rainham,E14000657,102090,73723,67222,1191,0,105,5205,3422,1360,760,558,744,8587,2814,1468,1884,612,1809,15377,11515,2549,1313,981,261,720,34.15%
2011,Dulwich and West Norwood,E14000673,110542,65682,50209,2450,0,77,12946,8637,3237,1490,1402,2508,6341,1858,707,595,1176,2005,27596,11324,11062,5210,2286,529,1757,54.58%
2011,Ealing Central and Acton,E14000674,119419,75600,46984,4348,0,156,24112,6119,1301,884,1998,1936,18828,6437,2304,432,2195,7460,10799,5333,3579,1887,8073,4952,3121,60.66%
2011,Ealing North,E14000675,121117,60405,36709,3845,0,92,19759,5616,1760,682,1557,1617,31941,12838,4510,661,1273,12659,15773,6902,6390,2481,7382,3767,3615,69.69%
2011,"Ealing, Southall",E14000676,97913,29813,19342,2235,0,52,8184,3331,878,423,1098,932,49670,28965,7897,693,664,11451,10288,5064,3223,2001,4811,1085,3726,80.25%
2011,East Ham,E14000679,149842,34593,20096,839,0,259,13399,5807,1498,1402,1276,1631,80628,27679,19872,19597,1486,11994,23773,14676,6100,2997,5041,1568,3473,86.59%
2011,Edmonton,E14000687,112059,52962,29968,1797,0,165,21032,6594,2049,945,1436,2164,14505,3596,989,3507,650,5763,30608,15909,9952,4747,7390,942,6448,73.26%
2011,Eltham,E14000690,89759,68736,60602,1635,0,54,6445,3465,1177,570,764,954,7092,2193,660,419,1385,2435,8862,5572,2257,1033,1604,337,1267,32.48%
2011,Enfield North,E14000691,103053,69566,52587,2060,0,131,14788,5721,1772,815,1272,1862,7574,2179,496,1143,644,3112,15960,8930,4805,2225,4232,472,3760,48.97%
2011,"Enfield, Southgate",E14000692,97354,68112,43895,3042,0,48,21127,4868,1031,624,1481,1732,12814,5873,1109,949,1294,3589,7119,3383,2577,1159,4441,516,3925,54.91%
2011,Erith and Thamesmead,E14000696,110151,63660,56033,1057,0,509,6061,4483,1460,1250,777,996,12189,4321,963,545,1466,4894,28298,22825,3165,2308,1521,264,1257,49.13%
2011,Feltham and Heston,E14000701,125401,56263,43602,1418,0,127,11116,4596,961,873,1478,1284,51218,28496,8445,1090,774,12413,8897,5949,1511,1437,4427,1437,2990,65.23%
2011,Finchley and Golders Green,E14000703,120608,80150,54022,2790,0,51,23287,5724,855,890,2211,1768,20389,8728,1508,777,2291,7085,7057,4860,1178,1019,7288,2088,5200,55.21%
2011,Greenwich and Woolwich,E14000718,112628,66006,52460,2129,0,133,11284,6144,1940,1356,1203,1645,15638,3870,1223,839,2964,6742,22639,16106,3722,2811,2201,559,1642,53.42%
2011,Hackney North and Stoke Newington,E14000720,128036,73931,48560,2723,0,215,22433,7779,2353,1323,1615,2488,13610,5288,1132,2917,1318,2955,25072,11443,9288,4341,7644,809,6835,62.07%
2011,Hackney South and Shoreditch,E14000721,118234,60686,40470,2493,0,259,17464,8090,2636,1543,1405,2506,12257,2311,773,3263,2118,3792,31786,16533,9880,5373,5415,912,4503,65.77%
2011,Hammersmith,E14000726,118236,74869,48108,4323,0,172,22266,6944,1977,1092,1728,2147,12186,2509,1212,790,2219,5456,16722,8191,5580,2951,7515,3929,3586,59.31%
2011,Hampstead and Kilburn,E14000727,129989,85170,52440,4845,0,76,27809,7684,1618,1201,2350,2515,17189,5009,1681,1894,2472,6133,13214,6760,4101,2353,6732,3395,3337,59.66%
2011,Harrow East,E14000731,103761,40712,28315,3323,0,86,8988,3563,896,451,1195,1021,47450,32794,3054,559,1063,9980,8679,3947,2834,1898,3357,1804,1553,72.71%
2011,Harrow West,E14000732,104165,41819,29835,3157,0,83,8744,4783,1205,496,1759,1323,44677,23963,3980,693,1265,14776,9738,3940,3604,2194,3148,1668,1480,71.36%
2011,Hayes and Harlington,E14000737,110133,47793,38587,1901,0,209,7096,4527,1150,768,1415,1194,40236,21118,6139,1180,593,11206,13080,7585,2595,2900,4497,1354,3143,64.96%
2011,Hendon,E14000741,123805,67967,46171,2695,0,60,19041,5993,1120,1406,1820,1647,29277,11922,2817,845,3947,9746,14281,10606,1994,1681,6287,2250,4037,62.71%
2011,Holborn and St Pancras,E14000750,135642,86323,59919,4315,0,114,21975,7700,1669,1222,2217,2592,24189,3116,783,10754,4617,4919,12568,7613,2325,2630,4862,1947,2915,55.83%
2011,Hornchurch and Upminster,E14000751,102846,92339,88401,1195,0,69,2674,1813,644,272,472,425,4200,1923,518,240,604,915,3994,2806,839,349,500,100,400,14.05%
2011,Hornsey and Wood Green,E14000752,125689,89609,59442,4093,0,123,25951,7891,2174,1052,2174,2491,10361,3083,722,1419,1713,3424,13381,6004,5191,2186,4447,929,3518,52.71%
2011,Ilford North,E14000759,102589,53877,45491,1204,0,36,7146,4330,1327,595,1159,1249,34036,13083,6542,5052,1460,7899,7957,3993,2965,999,2389,390,1999,55.66%
2011,Ilford South,E14000760,131035,31731,22671,1469,0,95,7496,5006,1350,814,1398,1444,75015,29414,22799,10275,847,11680,14827,7476,5160,2191,4456,971,3485,82.70%
2011,Islington North,E14000763,103469,69382,48260,4574,0,92,16456,7215,2281,1077,1552,2305,8277,1569,405,2265,1462,2576,15025,6814,4920,3291,3570,926,2644,53.36%
2011,Islington South and Finsbury,E14000764,102656,71133,50062,3566,0,71,17434,6124,1955,835,1412,1922,10757,1965,546,2397,2995,2854,11269,5808,3023,2438,3373,967,2406,51.23%
2011,Kensington,E14000768,117209,79643,43523,2745,0,101,33274,7043,1380,908,2284,2471,12460,1956,730,633,3332,5809,8840,4597,2900,1343,9223,5264,3959,62.87%
2011,Kingston and Surbiton,E14000770,118002,88423,76036,1957,0,77,10353,4326,894,472,1735,1225,19326,4475,2284,635,2060,9872,3103,2042,784,277,2824,1442,1382,35.56%
2011,Lewisham East,E14000787,102206,56946,46279,1805,0,76,8786,7165,3149,1216,1024,1776,8938,1631,550,546,1462,4749,26388,10076,11954,4358,2769,424,2345,54.72%
2011,Lewisham West and Penge,E14000788,105993,65712,53987,2140,0,110,9475,7734,3336,1181,1215,2002,6943,1715,545,589,1120,2974,23785,9938,10131,3716,1819,437,1382,49.07%
2011,"Lewisham, Deptford",E14000789,112827,56299,40615,2198,0,71,13415,8500,3312,1591,1362,2235,12232,2018,736,614,3950,4914,32578,15571,11972,5035,3218,782,2436,64.00%
2011,Leyton and Wanstead,E14000790,104183,51210,32697,2009,0,111,16393,5428,1590,1000,1125,1713,25663,6130,10685,3120,1440,4288,17855,7836,7454,2565,4027,1547,2480,68.62%
2011,Mitcham and Morden,E14000823,103298,55508,40608,1840,0,161,12899,5325,1862,856,1163,1444,22437,4536,5054,1484,1169,10194,17977,9036,7029,1912,2051,670,1381,60.69%
2011,Old Bexley and Sidcup,E14000869,86168,76669,73031,1073,0,101,2464,1727,533,212,457,525,4776,1974,218,333,922,1329,2436,1662,562,212,560,104,456,15.25%
2011,Orpington,E14000872,88607,79715,75725,820,0,314,2856,1922,595,231,613,483,3756,1458,189,261,718,1130,2704,1876,588,240,510,125,385,14.54%
2011,Poplar and Limehouse,E14000882,128745,55976,37106,1729,0,90,17051,5138,1510,766,1437,1425,54335,4501,1205,39476,5838,3315,10323,5400,2923,2000,2973,1351,1622,71.18%
2011,Putney,E14000887,93396,70364,51159,2195,0,33,16977,4449,1270,591,1101,1487,9459,1846,3376,276,1129,2832,6897,3440,2267,1190,2227,814,1413,45.22%
2011,Richmond Park,E14000896,116846,95399,75868,2595,0,31,16905,4827,825,530,2012,1460,11530,3274,1019,574,1689,4974,1979,1220,531,228,3111,1635,1476,35.07%
2011,Romford,E14000900,95894,82996,78196,1382,0,50,3368,2184,847,310,514,513,5566,2265,773,502,664,1362,4514,2614,1472,428,634,151,483,18.46%
2011,"Ruislip, Northwood and Pinner",E14000906,93716,66002,58107,2339,0,57,5499,3181,714,266,1320,881,20380,13270,1564,271,976,4299,2658,1284,840,534,1495,603,892,38.00%
2011,Streatham,E14000978,115046,66950,45509,2760,0,75,18606,8623,3063,1593,1443,2524,8889,2582,2088,940,1175,2104,27993,11973,10770,5250,2591,596,1995,60.44%
2011,Sutton and Cheam,E14000984,94824,74535,66071,1732,0,51,6681,3315,894,330,1227,864,12261,3743,1420,609,1343,5146,3297,2014,937,346,1416,653,763,30.32%
2011,Tooting,E14000998,106890,70438,54107,2661,0,86,13584,5415,1702,688,1412,1613,16324,4876,5101,779,1207,4361,12799,5321,5176,2302,1914,657,1257,49.38%
2011,Tottenham,E14001002,129237,64734,28982,2904,0,247,32601,8657,2682,1557,1564,2854,13789,2862,1198,2998,2031,4700,34449,17033,12896,4520,7608,1300,6308,77.57%
2011,Twickenham,E14001005,112202,96122,82693,2932,0,82,10415,3896,769,429,1610,1088,8903,3778,869,550,887,2819,1755,997,552,206,1526,534,992,26.30%
2011,Uxbridge and South Ruislip,E14001007,101217,70696,61898,2565,0,90,6143,3924,1098,481,1330,1015,18318,8701,2260,1314,1621,4422,5635,3045,1554,1036,2644,1204,1440,38.85%
2011,Vauxhall,E14001008,114033,66632,44239,3155,0,63,19175,8108,2683,1567,1276,2582,8040,1388,500,881,2724,2547,28165,14131,9112,4922,3088,776,2312,61.21%
2011,Walthamstow,E14001013,111263,51792,32392,1577,0,198,17625,6262,1986,1184,1204,1888,27064,3592,14390,1464,1133,6485,21004,8805,8673,3526,5141,1934,3207,70.89%
2011,West Ham,E14001032,158142,54623,31420,1333,0,203,21667,8138,2459,1917,1401,2361,53267,14805,10435,17665,2444,7918,36483,23135,8950,4398,5631,1955,3676,80.13%
2011,Westminster North,E14001036,116771,65738,36509,2804,0,27,26398,6715,1248,1194,1997,2276,17583,3773,1256,4441,2465,5648,11377,5775,3507,2095,15358,9782,5576,68.73%
2011,Wimbledon,E14001040,96395,74098,56050,2577,0,55,15416,4009,717,423,1666,1203,13706,3570,2283,732,1449,5672,2834,1406,1097,331,1748,743,1005,41.85%
2011,Aldershot,E14000530,103922,88888,84439,791,0,209,3449,2218,668,353,713,484,10157,1418,648,218,544,7329,2005,1204,572,229,654,163,491,18.75%
2011,Arundel and South Downs,E14000534,97267,95077,91896,650,0,157,2374,972,181,165,398,228,909,231,41,95,194,348,209,133,51,25,100,32,68,5.52%
2011,Ashford,E14000536,112940,105594,100702,715,0,513,3664,1633,534,233,487,379,3961,944,160,183,424,2250,1365,945,321,99,387,87,300,10.84%
2011,Aylesbury,E14000538,108027,92681,87457,1020,0,94,4110,2956,1325,345,692,594,9067,1552,5225,128,435,1727,2760,1347,1139,274,563,230,333,19.04%
2011,Banbury,E14000539,117928,108985,102027,882,0,94,5982,2091,705,317,552,517,4897,1192,2242,111,456,896,1594,803,496,295,361,73,288,13.48%
2011,Basingstoke,E14000545,107996,97587,91576,969,0,76,4966,2208,888,248,632,440,6101,2274,339,277,1116,2095,1714,1154,408,152,386,120,266,15.20%
2011,Beaconsfield,E14000550,99387,87016,80660,1447,0,268,4641,2269,711,154,922,482,8345,4998,1142,220,621,1364,1005,410,451,144,752,208,544,18.84%
2011,Bexhill and Battle,E14000557,100727,97891,95018,667,0,151,2055,1098,268,123,426,281,1226,335,19,132,233,507,316,182,89,45,196,75,121,5.67%
2011,Bognor Regis and Littlehampton,E14000576,98433,95077,88551,582,0,106,5838,1072,319,143,370,240,1674,389,89,326,308,562,425,243,129,53,185,49,136,10.04%
2011,Bracknell,E14000586,104849,95345,89767,920,0,117,4541,2054,588,280,721,465,5065,1628,401,154,518,2364,1962,1450,334,178,423,152,271,14.38%
2011,"Brighton, Kemptown",E14000597,91567,82812,76595,1125,0,56,5036,2776,694,567,829,686,3540,991,175,401,905,1068,1431,1023,265,143,1008,564,444,16.35%
2011,"Brighton, Pavilion",E14000598,103593,92276,82897,1411,0,77,7891,4208,865,769,1394,1180,4350,1123,233,389,1362,1243,1556,1049,361,146,1203,616,587,19.98%
2011,Buckingham,E14000608,97184,92997,89484,797,0,84,2632,1402,399,148,530,325,1700,476,358,84,301,481,812,404,290,118,273,134,139,7.92%
2011,Canterbury,E14000619,109280,99934,92562,972,0,327,6073,2118,546,253,751,568,4627,1252,296,232,1313,1534,1781,1247,392,142,820,381,439,15.30%
2011,Chatham and Aylesford,E14000626,97281,89045,84529,630,0,317,3569,1725,607,295,440,383,3585,1712,370,559,291,653,2379,1726,467,186,547,145,402,13.11%
2011,Chesham and Amersham,E14000631,92635,84749,79579,1118,0,121,3931,2040,380,190,998,472,5046,1799,1772,120,442,913,524,258,213,53,276,58,218,14.09%
2011,Chichester,E14000633,104374,101083,96971,678,0,228,3206,1006,251,138,338,279,1547,442,36,131,326,612,498,302,129,67,240,100,140,7.09%
2011,Crawley,E14000652,106597,85180,76888,967,0,77,7248,3098,806,615,883,794,13825,5530,4548,427,496,2824,3469,2164,465,840,1025,424,601,27.87%
2011,Dartford,E14000659,103200,90687,85932,815,0,275,3665,2207,631,348,714,514,5946,2777,179,431,554,2005,3588,2819,498,271,772,191,581,16.73%
2011,Dover,E14000670,97620,94308,90635,504,0,211,2958,877,252,112,294,219,1860,342,28,137,235,1118,348,237,77,34,227,51,176,7.16%
2011,East Hampshire,E14000680,95282,91741,88040,595,0,228,2878,1160,276,140,463,281,1658,434,30,134,263,797,502,392,75,35,221,84,137,7.60%
2011,East Surrey,E14000681,105074,98239,93206,1053,0,324,3656,2212,609,254,822,527,3048,966,278,202,584,1018,1168,585,439,144,407,88,319,11.29%
2011,East Worthing and Shoreham,E14000682,96024,91201,87868,701,0,156,2476,1525,344,306,561,314,2307,443,120,442,413,889,601,430,127,44,390,203,187,8.49%
2011,Eastbourne,E14000684,106852,100788,93999,1029,0,75,5685,1850,448,311,596,495,2885,708,108,291,641,1137,790,519,164,107,539,229,310,12.03%
2011,Eastleigh,E14000685,103763,98672,95744,465,0,174,2289,1430,343,216,493,378,2803,1448,116,244,461,534,505,346,119,40,353,107,246,7.73%
2011,Epsom and Ewell,E14000694,104197,91573,84774,1505,0,155,5139,2490,535,279,983,693,7561,2239,775,387,1073,3087,1378,835,366,177,1195,588,607,18.64%
2011,Esher and Walton,E14000697,109074,98714,87907,1653,0,134,9020,2757,443,261,1250,803,5783,2055,429,444,928,1927,859,515,245,99,961,450,511,19.41%
2011,Fareham,E14000699,97504,94175,92102,428,0,77,1568,1223,263,140,591,229,1552,625,75,114,439,299,334,200,104,30,220,95,125,5.54%
2011,Faversham and Mid Kent,E14000700,92804,89630,86101,496,0,519,2514,1147,306,153,442,246,1344,354,90,109,212,579,507,334,112,61,176,43,133,7.22%
2011,Folkestone and Hythe,E14000704,112985,107141,102825,783,0,182,3351,1316,397,151,440,328,3729,427,94,228,288,2692,468,280,136,52,331,64,267,8.99%
2011,Gillingham and Rainham,E14000711,98830,88558,85119,735,0,128,2576,1906,647,235,623,401,5369,2726,870,322,362,1089,2209,1509,567,133,788,195,593,13.87%
2011,Gosport,E14000713,96699,93469,91562,360,0,40,1507,1202,310,152,492,248,1188,466,33,160,242,287,615,336,188,91,225,59,166,5.31%
2011,Gravesham,E14000715,101720,84226,78422,791,0,320,4693,2066,564,359,627,516,10604,7538,550,477,326,1713,2885,2226,456,203,1939,94,1845,22.90%
2011,Guildford,E14000719,105647,94891,86353,986,0,191,7361,2017,307,245,890,575,5928,1458,395,297,1767,2011,1263,947,211,105,1548,877,671,18.26%
2011,Hastings and Rye,E14000735,107984,101974,97458,784,0,189,3543,2116,649,287,649,531,2263,512,85,286,407,973,1107,656,320,131,524,174,350,9.75%
2011,Havant,E14000736,91875,89172,87420,391,0,51,1310,1171,328,176,423,244,1056,384,35,122,222,293,320,204,46,70,156,58,98,4.85%
2011,Henley,E14000742,97812,94274,89248,836,0,113,4077,1330,347,119,526,338,1544,518,152,98,239,537,471,223,189,59,193,64,129,8.76%
2011,Horsham,E14000753,103692,98780,94294,759,0,155,3572,1570,319,226,622,403,2478,754,171,179,460,914,640,425,160,55,224,69,155,9.06%
2011,Hove,E14000755,99753,88986,80212,1415,0,69,7290,3730,709,726,1231,1064,3810,1003,250,620,792,1145,1357,924,288,145,1870,1055,815,19.59%
2011,Isle of Wight,E14000762,138265,134545,131099,747,0,94,2605,1709,507,123,738,341,1514,435,80,131,219,649,303,141,115,47,194,52,142,5.18%
2011,Lewes,E14000786,88192,85574,82133,665,0,147,2629,1075,262,127,399,287,1095,288,59,113,270,365,285,158,100,27,163,46,117,6.87%
2011,Maidenhead,E14000803,101770,88561,81062,1237,0,167,6095,2013,469,185,857,502,9571,3766,3674,228,611,1292,928,551,307,70,697,227,470,20.35%
2011,Maidstone and The Weald,E14000804,100048,93184,87448,673,0,489,4574,1592,408,208,576,400,3917,942,255,291,375,2054,980,594,271,115,375,127,248,12.59%
2011,Meon Valley,E14000811,89863,87514,85477,373,0,233,1431,922,197,103,389,233,1075,348,76,113,233,305,177,100,38,39,175,95,80,4.88%
2011,Mid Sussex,E14000817,105781,100033,94754,949,0,108,4222,1522,314,215,623,370,3285,1257,117,367,402,1142,676,422,165,89,265,72,193,10.42%
2011,Milton Keynes North,E14000821,121798,97387,89681,1115,0,34,6557,3750,1025,780,947,998,11069,3402,2311,556,1198,3602,8909,6989,1083,837,683,201,482,26.37%
2011,Milton Keynes South,E14000822,127023,101707,94253,1383,0,38,6033,4485,1218,817,1281,1169,11713,4704,1540,1433,1524,2512,8222,6069,1441,712,896,364,532,25.80%
2011,Mole Valley,E14000824,95033,90812,85901,826,0,194,3891,1328,284,111,552,381,2083,636,146,201,344,756,417,208,151,58,393,162,231,9.61%
2011,New Forest East,E14000827,92346,89920,87721,391,0,263,1545,873,232,122,326,193,856,273,21,136,179,247,451,245,101,105,246,53,193,5.01%
2011,New Forest West,E14000828,84116,82240,79724,438,0,160,1918,747,207,66,277,197,809,199,13,59,159,379,161,83,40,38,159,19,140,5.22%
2011,Newbury,E14000830,107491,102783,97777,909,0,82,4015,1445,378,174,536,357,2353,1056,267,132,405,493,670,433,162,75,240,96,144,9.04%
2011,North East Hampshire,E14000844,96089,91747,87908,665,0,248,2926,1457,317,154,672,314,2221,826,145,139,401,710,426,207,161,58,238,75,163,8.51%
2011,North Thanet,E14000852,93505,90193,87289,679,0,126,2099,1222,424,157,332,309,1401,489,85,76,264,487,464,285,126,53,225,75,150,6.65%
2011,North West Hampshire,E14000857,100986,97700,94165,532,0,121,2882,1270,345,214,458,253,1371,393,69,135,262,512,436,221,149,66,209,51,158,6.75%
2011,Oxford East,E14000873,120705,91558,76020,1965,0,80,13493,4971,1578,611,1527,1255,16084,3865,4499,1626,2617,3477,6514,4123,1761,630,1578,719,859,37.02%
2011,Oxford West and Abingdon,E14000874,105985,95377,84753,1182,0,69,9373,2396,478,251,986,681,5828,1601,750,372,1633,1472,1485,957,359,169,899,372,527,20.03%
2011,Portsmouth North,E14000883,97425,90649,88202,364,0,39,2044,1756,444,342,646,324,3615,896,174,986,618,941,1002,722,177,103,403,124,279,9.47%
2011,Portsmouth South,E14000884,107631,90533,84111,707,0,46,5669,3711,659,593,1735,724,8859,2015,365,2663,1993,1823,2775,2236,363,176,1753,954,799,21.85%
2011,Reading East,E14000889,108794,82244,72921,1418,0,85,7820,3587,1301,457,1042,787,16456,5368,5392,379,1434,3883,5174,3187,1491,496,1333,646,687,32.97%
2011,Reading West,E14000890,101477,82081,74618,1323,0,70,6070,3851,1891,492,786,682,8662,2605,3085,414,522,2036,6386,3381,2278,727,497,141,356,26.47%
2011,Reigate,E14000893,100833,90774,84892,1175,0,126,4581,2294,567,294,851,582,5475,1734,979,386,693,1683,1725,1020,506,199,565,194,371,15.81%
2011,Rochester and Strood,E14000898,105271,95119,91174,811,0,172,2962,1990,644,259,626,461,5252,2929,321,472,491,1039,2253,1597,463,193,657,207,450,13.39%
2011,Romsey and Southampton North,E14000901,88240,79730,75574,455,0,117,3584,1294,258,166,581,289,5612,1805,533,327,1626,1321,787,567,143,77,817,407,410,14.35%
2011,Runnymede and Weybridge,E14000907,102311,91042,80998,1492,0,239,8313,2325,426,303,938,658,6853,2456,504,295,1388,2210,1013,689,222,102,1078,512,566,20.83%
2011,Sevenoaks,E14000918,93431,89231,84537,792,0,271,3631,1389,368,148,547,326,1794,545,98,138,464,549,806,550,182,74,211,68,143,9.52%
2011,Sittingbourne and Sheppey,E14000927,108105,103994,100095,624,0,628,2647,1305,461,192,336,316,1310,487,104,193,192,334,1329,957,258,114,167,27,140,7.41%
2011,Slough,E14000930,134048,60431,45520,1548,0,184,13179,4513,1612,568,1330,1003,53960,20975,24467,534,768,7216,11695,7231,3009,1455,3449,878,2571,66.04%
2011,South Thanet,E14000948,96600,92345,86977,703,0,131,4534,1549,459,245,478,367,1782,500,121,135,348,678,640,419,166,55,284,81,203,9.96%
2011,South West Surrey,E14000953,103129,98845,93229,874,0,138,4604,1431,301,137,665,328,2012,494,234,155,539,590,465,299,132,34,376,153,223,9.60%
2011,"Southampton, Itchen",E14000955,102731,93282,87049,680,0,183,5370,2403,814,441,640,508,4331,1421,512,373,733,1292,1775,1115,473,187,940,544,396,15.27%
2011,"Southampton, Test",E14000956,105955,88002,77135,875,0,131,9861,2649,748,423,857,621,11385,4169,2079,770,1354,3013,2694,1938,561,195,1225,463,762,27.20%
2011,Spelthorne,E14000959,95598,83455,77411,1366,0,192,4486,2382,575,316,905,586,7295,4013,656,259,621,1746,1545,971,419,155,921,322,599,19.02%
2011,Surrey Heath,E14000983,105624,96190,90723,957,0,383,4127,1879,423,218,791,447,5858,1832,732,316,633,2345,1067,661,304,102,630,200,430,14.11%
2011,Tonbridge and Malling,E14000997,98975,94910,91029,640,0,332,2909,1472,351,171,638,312,1984,580,128,195,437,644,280,146,95,39,329,104,225,8.03%
2011,Tunbridge Wells,E14001004,105070,99582,93836,822,0,254,4670,1769,397,213,715,444,2764,724,173,507,467,893,597,394,134,69,358,112,246,10.69%
2011,Wantage,E14001015,106589,102341,97758,718,0,85,3780,1182,331,123,457,271,1880,610,108,132,363,667,923,663,156,104,263,77,186,8.29%
2011,Wealden,E14001023,101372,98633,94475,642,0,249,3267,1028,234,132,411,251,1252,289,37,177,320,429,258,182,63,13,201,63,138,6.80%
2011,Winchester,E14001041,97303,91812,87749,699,0,99,3265,1502,284,167,669,382,3073,990,98,223,820,942,463,286,134,43,453,181,272,9.82%
2011,Windsor,E14001042,102327,88876,80033,1410,0,185,7248,2575,527,291,1083,674,8313,4201,1354,204,717,1837,1719,1073,440,206,844,309,535,21.79%
2011,Witney,E14001046,104779,101469,96995,708,0,182,3584,1263,320,136,473,334,1424,354,95,152,310,513,437,270,109,58,186,53,133,7.43%
2011,Woking,E14001047,105870,89147,80279,1125,0,185,7558,2439,450,318,1010,661,11602,2349,5690,458,891,2214,1530,1098,308,124,1152,555,597,24.17%
2011,Wokingham,E14001048,101114,89557,84752,801,0,212,3792,2120,620,216,813,471,7236,3692,1290,173,914,1167,1434,858,455,121,767,378,389,16.18%
2011,Worthing West,E14001055,94724,90068,86329,693,0,86,2960,1390,352,253,474,311,2309,613,114,379,361,842,628,450,113,65,329,132,197,8.86%
2011,Wycombe,E14001056,108050,79227,72613,995,0,47,5572,3693,1758,261,983,691,19111,2543,12739,537,755,2537,5389,1613,3082,694,630,223,407,32.80%
2011,Bath,E14000547,88859,81442,75525,760,0,24,5133,2034,674,181,637,542,3725,898,127,184,1664,852,1071,356,587,128,587,311,276,15.01%
2011,Bournemouth East,E14000584,102152,93687,84499,790,0,96,8302,2387,590,378,783,636,4081,1173,135,237,1072,1464,1075,749,226,100,922,341,581,17.28%
2011,Bournemouth West,E14000585,98968,91750,85050,637,0,199,5864,2112,541,283,692,596,3493,882,91,214,921,1385,798,532,178,88,815,375,440,14.06%
2011,Bridgwater and West Somerset,E14000595,106450,104910,101360,397,0,104,3049,743,258,98,232,155,605,121,20,103,105,256,89,54,27,8,103,27,76,4.78%
2011,Bristol East,E14000599,95368,79755,74942,700,0,61,4052,3557,2004,277,649,627,5775,1615,2205,698,476,781,5461,2318,1801,1342,820,229,591,21.42%
2011,Bristol North West,E14000600,100809,87532,81625,820,0,60,5027,3093,1445,278,731,639,5341,2063,916,499,669,1194,4145,1850,1092,1203,698,244,454,19.03%
2011,Bristol South,E14000601,107365,99385,94393,840,0,78,4074,2966,1588,311,513,554,2609,590,844,159,356,660,1966,1010,508,448,439,162,277,12.08%
2011,Bristol West,E14000602,124692,92920,82472,1491,0,160,8797,5822,2352,667,1509,1294,9930,2279,2898,748,2385,1620,14162,6907,3326,3929,1858,637,1221,33.86%
2011,Camborne and Redruth,E14000616,85436,83966,81648,291,0,165,1862,671,189,113,207,162,561,166,22,73,185,115,118,67,38,13,120,41,79,4.43%
2011,Central Devon,E14000623,88926,87667,85526,353,0,60,1728,664,148,85,252,179,457,93,7,16,151,190,61,33,17,11,77,22,55,3.82%
2011,Cheltenham,E14000630,104867,98753,92308,977,0,63,5405,1762,473,245,607,437,3338,1350,162,296,734,796,681,496,121,64,333,160,173,11.98%
2011,Chippenham,E14000635,96336,93169,90142,523,0,102,2402,1340,538,144,361,297,1148,349,24,142,263,370,526,150,307,69,153,27,126,6.43%
